berat_repot_sulit_payah_susah bet bikin ehac programmer bumi_negeri_tempat_daerah_dunia_bidang_negara_alam_zona konfirmasi_verifikasi_validasi bikin bingung user,berat_repot_sulit_payah_susah bet bikin programmer bumi_negeri_tempat_daerah_dunia_bidang_negara_alam_zona bikin bingung,susah bet bikin ehac programmer alam validasi bikin bingung user,TRUE,susah bet bikin ehac programmer alam validasi bikin bingung user,-1,214
certificat vaksin tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul vaksin penuh_sempurna_besar_lengkap,vaksin tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul vaksin penuh_sempurna_besar_lengkap,certificat vaksin tidak muncul sudah vaksin lengkap,TRUE,certificat vaksin tidak muncul sudah vaksin lengkap,-1,215
gedung_rumah ke mall scan tahu_peduli lindung nama_status_kualitas_situasi_posisi_kelas hitam_buruk vaksin kedaluwarsa_periode_tempo_lama_lambat_lelet gimana sungguh_betul_ya_iya_oke solusi sy tak_tidak_kagak bisa_sanggup_dapat nama_status_kualitas_situasi_posisi_kelas nya hitam_buruk,gedung_rumah ke scan tahu_peduli lindung nama_status_kualitas_situasi_posisi_kelas hitam_buruk vaksin kedaluwarsa_periode_tempo_lama_lambat_lelet sungguh_betul_ya_iya_oke solusi lalu_dan_dengan_lagi tak_tidak_kagak bisa_sanggup_dapat nama_status_kualitas_situasi_posisi_kelas hitam_buruk,rumah sekali ke mall scan peduli lindung status hitam vaksin lama gimana ya solusi sy dan tidak bisa status nya hitam,TRUE,rumah sekali ke mall scan peduli lindung status hitam vaksin lama gimana ya solusi sy dan tidak bisa status nya hitam,-1,216
lahir_terbit_keluar_hidup_timbul_muncul notifikasi_informasi posisi_lokasi_tempat deteksi tak_tidak_kagak pakai posisi_lokasi_tempat pake google map posisi_lokasi_tempat kirim email daya_isi screenshot sinyal_tanda_alamat email komentar_saran lebih tak_tidak_kagak ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tugas_order_perintah tak_tidak_kagak bisa_sanggup_dapat_pintar operasi_aplikasi beri_serah swasta pakai daya_pegawai_tenaga asing_lain_aneh_luar_jauh paksa pakai sdm tugas_order_perintah tak_tidak_kagak operasi_aplikasi tentu_wajib_mesti_tetap_harus_perlu lho kalo masuk_kena_turun_sampai besar_banyak_penuh,lahir_terbit_keluar_hidup_timbul_muncul notifikasi_informasi posisi_lokasi_tempat deteksi tak_tidak_kagak pakai posisi_lokasi_tempat google map posisi_lokasi_tempat kirim email daya_isi sinyal_tanda_alamat email komentar_saran lebih tak_tidak_kagak ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tugas_order_perintah tak_tidak_kagak bisa_sanggup_dapat_pintar operasi_aplikasi beri_serah swasta pakai daya_pegawai_tenaga asing_lain_aneh_luar_jauh paksa pakai tugas_order_perintah tak_tidak_kagak operasi_aplikasi tentu_wajib_mesti_tetap_harus_perlu kalo masuk_kena_turun_sampai besar_banyak_penuh,muncul notifikasi lokasi deteksi tidak pakai lokasi pake google map lokasi saya kirim email isi screenshot alamat email yg saran sudah lebih tidak baik perintah tidak yang sanggup aplikasi yg serah swasta kalau pakai tenaga asing paksa pakai sdm perintah yg tidak ingat aplikasi wajib lho kalo masuk ke banyak,TRUE,muncul notifikasi lokasi deteksi tidak pakai lokasi pake google map lokasi saya kirim email isi screenshot alamat email yg saran sudah lebih tidak baik perintah tidak yang sanggup aplikasi yg serah swasta kalau pakai tenaga asing paksa pakai sdm perintah yg tidak ingat aplikasi wajib lho kalo masuk ke banyak,-1,217
tak_tidak_kagak bisa_sanggup_dapat scroll,tak_tidak_kagak bisa_sanggup_dapat,tidak bisa scroll,TRUE,tidak bisa scroll,-1,218
update operasi_aplikasi pedulilindungi bersi bikin ehac terbang pilih airplane pindai_ubah_ganti_pindah car preview kembali_ulang ini hambat cara_mode_jalan_proses_operasi_sistem tes_validasi_verifikasi_konfirmasi bandara,update operasi_aplikasi bersi bikin terbang pilih tetap_selalu_saja pindai_ubah_ganti_pindah preview kembali_ulang ini hambat cara_mode_jalan_proses_operasi_sistem tes_validasi_verifikasi_konfirmasi bandara,saya update aplikasi pedulilindungi bersi saya bikin ehac terbang saya pilih airplane selalu ubah car preview ulang itu ini hambat proses verifikasi bandara,TRUE,saya update aplikasi pedulilindungi bersi saya bikin ehac terbang saya pilih airplane selalu ubah car preview ulang itu ini hambat proses verifikasi bandara,-1,219
seringkali meleset_cacat_salah_lupa gedung_rumah akun tetap_selalu_saja,meleset_cacat_salah_lupa gedung_rumah akun tetap_selalu_saja,seringkali salah rumah akun saya selalu,TRUE,seringkali salah rumah akun saya selalu,-1,220
good applikasi,applikasi,good applikasi,TRUE,good applikasi,1,221
kartu_tiket_surat hijau masih_tinggal eropa,kartu_tiket_surat hijau masih_tinggal,dapat kartu hijau untuk tinggal eropa,TRUE,dapat kartu hijau untuk tinggal eropa,0,222
tolong_bantu rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap fitur automatic check out,tolong_bantu rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap automatic out,tolong hilang fitur automatic check out,TRUE,tolong hilang fitur automatic check out,-1,223
manfaat_guna_untung_fungsi_arti,manfaat_guna_untung_fungsi_arti,manfaat,TRUE,manfaat,1,224
ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak referensi baik_bagus_keren youtube channel mas_uda kukuhaldy judul tutorial redesain operasi_aplikasi tahu_peduli lindung figma biasa_sederhana_sedang fokus butuh istimewa_utama_sempurna jalan simpan_singkat_sebentar_kecil antri,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak referensi baik_bagus_keren channel mas_uda judul tutorial operasi_aplikasi tahu_peduli lindung biasa_sederhana_sedang fokus butuh istimewa_utama_sempurna jalan simpan_singkat_sebentar_kecil antri,baik referensi bagus youtube channel mas kukuhaldy judul tutorial redesain aplikasi peduli lindung figma sederhana fokus butuh utama jalan singkat antri,TRUE,baik referensi bagus youtube channel mas kukuhaldy judul tutorial redesain aplikasi peduli lindung figma sederhana fokus butuh utama jalan singkat antri,0,225
jadwal_register_daftar vaksin tak_tidak_kagak bisa_sanggup_dapat operasi_aplikasi website loading mulu atas menit kelar jari signal tak_tidak_kagak dengen,jadwal_register_daftar vaksin tak_tidak_kagak bisa_sanggup_dapat operasi_aplikasi loading pada_di_dalam menit kelar jari tak_tidak_kagak dengen,daftar vaksin tidak bisa aplikasi website loading mulu di atas menit belum kelar jari signal tidak masalah dengen yang,TRUE,daftar vaksin tidak bisa aplikasi website loading mulu di atas menit belum kelar jari signal tidak masalah dengen yang,-1,226
baik_bagus_keren,baik_bagus_keren,bagus,TRUE,bagus,1,227
bangsa_orang_manusia asing_lain_aneh_luar_jauh masih_tinggal indonesia tak_tidak_kagak masuk_kena_turun_sampai vaksinasi tanpa nomor_angka nik nomor_angka nik bangsa_orang_manusia indonesia milik alternatif_opsi nomor_angka paspor tempat kode_cara_bahasa inggris kode_cara_bahasa masih_lagi_sedang_tinggal_tengah kode_cara_bahasa indonesia,bangsa_orang_manusia asing_lain_aneh_luar_jauh masih_tinggal indonesia tak_tidak_kagak masuk_kena_turun_sampai vaksinasi tanpa nomor_angka nik nomor_angka nik bangsa_orang_manusia indonesia milik alternatif_opsi nomor_angka paspor tempat kode_cara_bahasa inggris kode_cara_bahasa masih_lagi_sedang_tinggal_tengah kode_cara_bahasa indonesia,orang asing tinggal indonesia tidak masuk vaksinasi anda tanpa nomor nik nomor nik orang indonesia harus milik opsi nomor paspor saya tempat bahasa inggris untuk bahasa bagi masih bahasa indonesia,TRUE,orang asing tinggal indonesia tidak masuk vaksinasi anda tanpa nomor nik nomor nik orang indonesia harus milik opsi nomor paspor saya tempat bahasa inggris untuk bahasa bagi masih bahasa indonesia,0,228
vaksin dasar_alas_basis sehat_enak_fit_segar aktual_mutakhir_baru_segar vaksin kalau_coba_jika jadwal_register_daftar vaksin operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat cek_periksa_kontrol nik saja_lagi_lumayan_pun_juga kalau_coba_jika websitenya tentu_tetap_mantap_stabil tak_tidak_kagak bisa_sanggup_dapat,vaksin dasar_alas_basis sehat_enak_fit_segar aktual_mutakhir_baru_segar vaksin kalau_coba_jika jadwal_register_daftar vaksin operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat cek_periksa_kontrol nik saja_lagi_lumayan_pun_juga kalau_coba_jika tapi tak_tidak_kagak bisa_sanggup_dapat,belum vaksin alas sehat baru vaksin coba daftar vaksin aplikasi saya tidak bisa telah periksa nik saya juga coba websitenya tapi tetap tidak bisa,TRUE,belum vaksin alas sehat baru vaksin coba daftar vaksin aplikasi saya tidak bisa telah periksa nik saya juga coba websitenya tapi tetap tidak bisa,-1,229
gagal_rusak_kalah check in mulu tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak sistem_orde berat_repot_sulit_payah_serius_susah hanya_saja_doang_juga tak_tidak_kagak manfaat_guna_untung_fungsi_arti,gagal_rusak_kalah in tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak sistem_orde berat_repot_sulit_payah_serius_susah hanya_saja_doang_juga tak_tidak_kagak manfaat_guna_untung_fungsi_arti,gagal check in mulu tolong baik sistem sulit doang tidak manfaat,TRUE,gagal check in mulu tolong baik sistem sulit doang tidak manfaat,-1,230
tak_tidak_kagak terima email kartu_tiket vaksin kalau_coba_jika,tak_tidak_kagak terima email kartu_tiket vaksin kalau_coba_jika,tidak terima email tiket vaksin saya coba,TRUE,tidak terima email tiket vaksin saya coba,-1,231
tak_tidak_kagak bisa_sanggup_dapat berat_parah_sulit_payah_serius_lelah_lambat_susah_sangat_keras operasi_aplikasi nya,tak_tidak_kagak bisa_sanggup_dapat berat_parah_sulit_payah_serius_lelah_lambat_susah_sangat_keras operasi_aplikasi,tidak bisa payah aplikasi nya,TRUE,tidak bisa payah aplikasi nya,-1,232
gogle tak_tidak_kagak bisa_sanggup_dapat buka_aktif operasi_aplikasi,tak_tidak_kagak bisa_sanggup_dapat buka_aktif operasi_aplikasi,gogle tidak bisa buka aplikasi,TRUE,gogle tidak bisa buka aplikasi,-1,233
program asing_luar,program asing_luar,program luar,TRUE,program luar,1,234
tipe_versi_cara_jenis rusak_macet android tipe_versi_cara_jenis tugas_fungsi_manfaat_guna,tipe_versi_cara_jenis rusak_macet tipe_versi_cara_jenis tugas_fungsi_manfaat_guna,versi macet android versi fungsi biasa,TRUE,versi macet android versi fungsi biasa,-1,235
maju_lanjut angkat_bantu_beri_tolong_dukung tahan_kuat_kebal_sabar_stabil tingkat,maju_lanjut angkat_bantu_beri_tolong_dukung tahan_kuat_kebal_sabar_stabil tingkat,maju bantu tahan mungkin tingkat,TRUE,maju bantu tahan mungkin tingkat,1,236
tak_tidak_kagak bisa_sanggup_dapat buka_aktif hp trs berat_parah_sulit_payah_serius_lelah_lambat_susah_sangat_keras pedulilindungi,tak_tidak_kagak bisa_sanggup_dapat buka_aktif pergi_timbul_muncul_keluar berat_parah_sulit_payah_serius_lelah_lambat_susah_sangat_keras,tidak bisa buka hp keluar trs payah pedulilindungi,TRUE,tidak bisa buka hp keluar trs payah pedulilindungi,-1,237
baik_bagus_keren biasa_sederhana_sedang kunjung_cepat_lekas_segera tugas_fungsi_manfaat_guna sederhana_agar_gampang_mudah_ringan_lancar,baik_bagus_keren biasa_sederhana_sedang kunjung_cepat_lekas_segera tugas_fungsi_manfaat_guna sederhana_agar_gampang_mudah_ringan_lancar,bagus sederhana cepat fungsi mudah,TRUE,bagus sederhana cepat fungsi mudah,1,238
gimana sih_si rugi_beres_khatam_habis_putus_kosong_hilang_selesai_lenyap diupdate tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai bangsa_orang_manusia tak_tidak_kagak bisa_sanggup_dapat giamana sih_si ih edit developer bagi_cinta_sayang_beri_kasih_prihatin harap_minta_mohon baca email komplain sungguh_betul_ya_iya_oke situ perinci operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat pakai tak_tidak_kagak buah_dampak_daya_efek_hasil_upaya_akibat size text hp operasi_aplikasi crash tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak orng hambat aktivitas,sih_si rugi_beres_khatam_habis_putus_kosong_hilang_selesai_lenyap tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai bangsa_orang_manusia tak_tidak_kagak bisa_sanggup_dapat sih_si edit developer bagi_cinta_sayang_beri_kasih_prihatin harap_minta_mohon baca email komplain situ perinci operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat pakai tak_tidak_kagak buah_dampak_daya_efek_hasil_upaya_akibat size hp operasi_aplikasi crash tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak selesai_beres_jadi hambat aktivitas,gimana sih habis diupdate tidak bisa masuk sekali orang tidak bisa giamana sih ih edit developer kasih mohon baca email komplain ya situ cara perinci kenapa aplikasi tidak bisa pakai tidak ada efek soal size text hp aplikasi terus crash tolong baik orng jadi hambat aktivitas,TRUE,gimana sih habis diupdate tidak bisa masuk sekali orang tidak bisa giamana sih ih edit developer kasih mohon baca email komplain ya situ cara perinci kenapa aplikasi tidak bisa pakai tidak ada efek soal size text hp aplikasi terus crash tolong baik orng jadi hambat aktivitas,-1,239
beres_sempurna_utama_selesai_lengkap,beres_sempurna_utama_selesai_lengkap,sempurna,TRUE,sempurna,1,240
parahh operasi_aplikasi nya tak_tidak_kagak bisa_sanggup_dapat buka_aktif,operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat buka_aktif,parahh aplikasi nya tidak bisa buka,TRUE,parahh aplikasi nya tidak bisa buka,-1,241
oke_ya bisa_sanggup_dapat jadwal_register_daftar akun keren operasi_aplikasi,oke_ya bisa_sanggup_dapat jadwal_register_daftar akun keren operasi_aplikasi,oke bisa daftar punya akun makin keren aplikasi,TRUE,oke bisa daftar punya akun makin keren aplikasi,1,242
hp samsung pro operasi_aplikasi klik tuju scroll tak_tidak_kagak bisa_sanggup_dapat soluai nya,samsung pro operasi_aplikasi klik tuju dasar_bawah_kecil tak_tidak_kagak bisa_sanggup_dapat nya,hp samsung pro aplikasi klik tuju scroll bawah tidak bisa soluai nya,TRUE,hp samsung pro aplikasi klik tuju scroll bawah tidak bisa soluai nya,-1,243
meleset_cacat_salah_lupa halaman_laman login terima cek jadwal_register_daftar tak_tidak_kagak tugas_fungsi_manfaat_guna berangkat_pergi_hilang pagr tolong_bantu khatam_habis_putus_sempurna_stop_selesai_lalu_pecah_jadi_lengkap bangsa_orang_manusia tak_tidak_kagak masuk_kena_turun_sampai id,meleset_cacat_salah_lupa halaman_laman saya_kami terima cek jadwal_register_daftar tak_tidak_kagak tugas_fungsi_manfaat_guna berangkat_pergi_hilang tolong_bantu khatam_habis_putus_sempurna_stop_selesai_lalu_pecah_jadi_lengkap bangsa_orang_manusia tak_tidak_kagak masuk_kena_turun_sampai,salah halaman login saya terima cek daftar tidak fungsi pergi pagr tolong selesai begitu orang tidak masuk id,TRUE,salah halaman login saya terima cek daftar tidak fungsi pergi pagr tolong selesai begitu orang tidak masuk id,-1,244
bug benerin atuh woy bikin ehac tipe_kategori_bangsa_jenis_rupa_keluarga_kelas kelamin gue naek pesawat drubah mobil dn klo gw bkin kembali_ulang tak_tidak_kagak bisa_sanggup_dapat next scan boarding pass manual udah ehacnya edit crash,benerin woy bikin pada_di_dalam tipe_kategori_bangsa_jenis_rupa_keluarga_kelas kelamin gue pesawat mobil klo bkin kembali_ulang tak_tidak_kagak bisa_sanggup_dapat scan pass manual ehacnya edit,bug benerin atuh woy bikin ehac di jenis kelamin gue naek pesawat drubah mobil dn klo gw bkin ulang tidak bisa next scan boarding pass manual udah ehacnya edit crash,TRUE,bug benerin atuh woy bikin ehac di jenis kelamin gue naek pesawat drubah mobil dn klo gw bkin ulang tidak bisa next scan boarding pass manual udah ehacnya edit crash,-1,245
operasi_aplikasi rusak_buruk_kasar_busuk_negatif_jelek_cacat,operasi_aplikasi rusak_buruk_kasar_busuk_negatif_jelek_cacat,aplikasi buruk,TRUE,aplikasi buruk,-1,246
operasi_aplikasi baik_bagus_keren,operasi_aplikasi baik_bagus_keren,aplikasi bagus,TRUE,aplikasi bagus,1,247
update izin posisi_lokasi_tempat aktual_mutakhir_baru_segar pakai operasi_aplikasi manfaat_guna_bagi_fungsi_untuk_buat input konfirmasi_verifikasi_validasi aktual_mutakhir_baru_segar user interface user friendly gerat work,izin posisi_lokasi_tempat aktual_mutakhir_baru_segar pakai operasi_aplikasi manfaat_guna_bagi_fungsi_untuk_buat konfirmasi_verifikasi_validasi aktual_mutakhir_baru_segar interface user gerat,update izin lokasi baru pakai saat aplikasi guna input validasi telah mutakhir user interface makin user friendly gerat work,TRUE,update izin lokasi baru pakai saat aplikasi guna input validasi telah mutakhir user interface makin user friendly gerat work,1,248
selesai_beres_jadi tipe_versi_cara_jenis tampil_maju aktual_mutakhir_baru_segar check in halus_bijak_lancar tentang_pantau_lihat_temu_kunjung klik menu nya kunjung_cepat_lekas_segera moga_agar baik_bagus_keren sungguh_betul_ya_iya_oke checkin tak_tidak_kagak terima checkout kaga bisa_sanggup_dapat klik certificate nya main maklumsihtapikesal moga_agar aktual_mutakhir_baru_segar tak_tidak_kagak berat_repot_sulit_payah_susah check in yaaa terimakasih bagi_cinta_sayang_beri_kasih_prihatin,selesai_beres_jadi tipe_versi_cara_jenis tampil_maju aktual_mutakhir_baru_segar in halus_bijak_lancar tentang_pantau_lihat_temu_kunjung klik menu kunjung_cepat_lekas_segera moga_agar baik_bagus_keren belum tak_tidak_kagak terima kaga bisa_sanggup_dapat klik nya main moga_agar aktual_mutakhir_baru_segar tak_tidak_kagak berat_repot_sulit_payah_susah in terimakasih bagi_cinta_sayang_beri_kasih_prihatin,hari jadi versi tampil baru check in lancar lihat klik menu nya cepat moga bagus ya belum checkin tidak terima checkout kaga bisa klik certificate nya main maklumsihtapikesal moga baru tidak susah check in yaaa terimakasih kasih,TRUE,hari jadi versi tampil baru check in lancar lihat klik menu nya cepat moga bagus ya belum checkin tidak terima checkout kaga bisa klik certificate nya main maklumsihtapikesal moga baru tidak susah check in yaaa terimakasih kasih,1,249
operasi_aplikasi bodoh_tolol_idiot_bingung aktual_mutakhir_baru_segar tak_tidak_kagak buka_aktif tingkat instal kembali_ulang operasi_aplikasi tak_tidak_kagak buka_aktif instal kembali_ulang tak_tidak_kagak buka_aktif tak_tidak_kagak bisa_sanggup_dapat berangkat_pergi_hilang hebat_istimewa_kuat_seru,operasi_aplikasi bodoh_tolol_idiot_bingung aktual_mutakhir_baru_segar tak_tidak_kagak buka_aktif tingkat kembali_ulang operasi_aplikasi tak_tidak_kagak buka_aktif kembali_ulang tak_tidak_kagak buka_aktif tak_tidak_kagak bisa_sanggup_dapat berangkat_pergi_hilang hebat_istimewa_kuat_seru,aplikasi bodoh untuk mutakhir kemudian tidak buka tingkat instal ulang aplikasi tidak buka instal ulang masih tidak buka sekarang tidak bisa pergi mana hebat,TRUE,aplikasi bodoh untuk mutakhir kemudian tidak buka tingkat instal ulang aplikasi tidak buka instal ulang masih tidak buka sekarang tidak bisa pergi mana hebat,-1,250
kelahi,kelahi,kelahi,TRUE,kelahi,0,251
sms tes_validasi_verifikasi_konfirmasi tak_tidak_kagak daya_isi data_statistik_informasi_fakta_bukti jadwal_register_daftar vaksin udah kalau_coba_jika waktu_saat_ketika_kali waktu_saat_ketika_kali minggu kalau_coba_jika tak_tidak_kagak sms tes_validasi_verifikasi_konfirmasi sungguh_betul_ya_iya_oke tak_tidak_kagak kode_logo_tanda_kualitas_alamat_bukti_sinyal lenyap_hilang_mati nunggu masukin noror tes_validasi_verifikasi_konfirmasi,tes_validasi_verifikasi_konfirmasi tak_tidak_kagak daya_isi data_statistik_informasi_fakta_bukti jadwal_register_daftar vaksin kalau_coba_jika waktu_saat_ketika_kali waktu_saat_ketika_kali minggu kalau_coba_jika tak_tidak_kagak sms tes_validasi_verifikasi_konfirmasi tak_tidak_kagak kode_logo_tanda_kualitas_alamat_bukti_sinyal lenyap_hilang_mati masukin tes_validasi_verifikasi_konfirmasi,sms verifikasi tidak ada isi data daftar vaksin udah coba kali kali minggu coba tidak ada sms verifikasi ya tidak dong tanda kan mati nunggu masukin noror verifikasi,TRUE,sms verifikasi tidak ada isi data daftar vaksin udah coba kali kali minggu coba tidak ada sms verifikasi ya tidak dong tanda kan mati nunggu masukin noror verifikasi,-1,252
ui ux sucks,ux,ui ux sucks,TRUE,ui ux sucks,-1,253
update tipe_versi_cara_jenis ringan_gampang_kecil_mudah smooth,tipe_versi_cara_jenis ringan_gampang_kecil_mudah,update versi lebih ringan smooth,TRUE,update versi lebih ringan smooth,1,254
tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai data_statistik_informasi_fakta_bukti tangan_badan_anggota_anak_tubuh keluarga,tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai data_statistik_informasi_fakta_bukti tangan_badan_anggota_anak_tubuh keluarga,tidak bisa masuk data anggota keluarga yg,TRUE,tidak bisa masuk data anggota keluarga yg,-1,256
meleset_cacat_salah_lupa masih_tinggal,meleset_cacat_salah_lupa masih_tinggal,salah tinggal,TRUE,salah tinggal,0,257
tak_tidak_kagak unduh,tak_tidak_kagak unduh,tidak unduh,TRUE,tidak unduh,-1,258
vaksin tp nama_status_kualitas_situasi_posisi_kelas tulis_catat vaksin wrn statusny mas_uda merah harap_minta_mohon sungguh_betul_ya_iya_oke ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,vaksin nama_status_kualitas_situasi_posisi_kelas tulis_catat vaksin statusny mas_uda merah harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,sudah vaksin tp status tulis vaksin wrn statusny mas merah mohon ya baik,TRUE,sudah vaksin tp status tulis vaksin wrn statusny mas merah mohon ya baik,-1,259
wilayah_tempat_area_daerah_alam_zona resiko rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap update balikin saja_lagi_lumayan_pun_juga baik_bagus_keren dibandingin,wilayah_tempat_area_daerah_alam_zona resiko rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap balikin saja_lagi_lumayan_pun_juga baik_bagus_keren yang,zona resiko hilang update balikin yg juga bagus dibandingin yg,TRUE,zona resiko hilang update balikin yg juga bagus dibandingin yg,-1,260
bumi_negeri_tempat_daerah_dunia_bidang_negara_alam_zona rusak_buruk_kasar_busuk_negatif_jelek_cacat pindai rusak_buruk_kasar_busuk_negatif_jelek_cacat posisi_lokasi_tempat tak_tidak_kagak aktual_mutakhir_positif_nyata_baru_segar tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,bumi_negeri_tempat_daerah_dunia_bidang_negara_alam_zona rusak_buruk_kasar_busuk_negatif_jelek_cacat pindai rusak_buruk_kasar_busuk_negatif_jelek_cacat posisi_lokasi_tempat tak_tidak_kagak aktual_mutakhir_positif_nyata_baru_segar tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,alam buruk pindai sangat buruk lokasi tidak aktual tolong lebih baik,TRUE,alam buruk pindai sangat buruk lokasi tidak aktual tolong lebih baik,-1,261
radius arah_maksud_arti_mau_makna_semangat_isi_niat deh scanning aja ribet,radius arah_maksud_arti_mau_makna_semangat_isi_niat deh aja,radius maksud deh scanning aja ribet,TRUE,radius maksud deh scanning aja ribet,-1,263
berat_repot_sulit_payah_susah buka_aktif kembali_ulang log in log out tak_tidak_kagak praktis_positif_efektif,berat_repot_sulit_payah_susah buka_aktif kembali_ulang log log tak_tidak_kagak praktis_positif_efektif,susah harus buka ulang hendak log in log out tidak praktis,TRUE,susah harus buka ulang hendak log in log out tidak praktis,-1,264
baik_bagus_keren,baik_bagus_keren,bagus,TRUE,bagus,1,265
edit ehac tak_tidak_kagak bisa_sanggup_dapat data_statistik_informasi_fakta_bukti masuk_kena_turun_sampai tp hasil data_statistik_informasi_fakta_bukti tampil_maju meleset_cacat_salah_lupa,edit tak_tidak_kagak bisa_sanggup_dapat data_statistik_informasi_fakta_bukti masuk_kena_turun_sampai hasil data_statistik_informasi_fakta_bukti tampil_maju meleset_cacat_salah_lupa,edit ehac tidak bisa padahal data yg masuk tp hasil data yg tampil salah,TRUE,edit ehac tidak bisa padahal data yg masuk tp hasil data yg tampil salah,-1,266
tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai maksimal_mentok pilih anggota_anak_keluarga_warga_orang negeri_kampung_wilayah_daerah_dunia_negara_zona lahir_terbit_keluar_hidup_timbul_muncul nama_kata_istilah_kondisi_term of use and privacy policy udah ceklis eh next nya layar tak_tidak_kagak bisa_sanggup_dapat geser,tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai maksimal_mentok pilih anggota_anak_keluarga_warga_orang negeri_kampung_wilayah_daerah_dunia_negara_zona lahir_terbit_keluar_hidup_timbul_muncul nama_kata_istilah_kondisi_term use privacy udah eh nya layar tak_tidak_kagak bisa_sanggup_dapat geser,tidak bisa masuk mentok pilih warga negara muncul term of use and privacy policy udah ceklis eh next nya bawah layar tidak bisa geser,TRUE,tidak bisa masuk mentok pilih warga negara muncul term of use and privacy policy udah ceklis eh next nya bawah layar tidak bisa geser,-1,267
ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tingkat,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tingkat,mulai baik tingkat,TRUE,mulai baik tingkat,1,268
angkat_bantu_beri_tolong_dukung,angkat_bantu_beri_tolong_dukung,bantu,TRUE,bantu,1,269
operasi_aplikasi baik_bagus_keren tak_tidak_kagak bisa_sanggup_dapat daya_isi fto profil,operasi_aplikasi baik_bagus_keren tak_tidak_kagak bisa_sanggup_dapat daya_isi profil,aplikasi bagus saya tidak bisa isi fto profil,TRUE,aplikasi bagus saya tidak bisa isi fto profil,0,270
bintang edit era_jam_saat update tipe_versi_cara_jenis selasa cepat_pagi nov login kode_tanda_etik otp sederhana_agar_gampang_mudah_ringan_lancar kunjung_cepat_lekas_segera terimakasih istimewa_utama_sempurna gps tak_tidak_kagak sibuk_dinamis_giat_rajin_aktif operasi_aplikasi tutup good joob,bintang edit era_jam_saat update tipe_versi_cara_jenis selasa cepat_pagi login kode_tanda_etik sederhana_agar_gampang_mudah_ringan_lancar kunjung_cepat_lekas_segera terimakasih istimewa_utama_sempurna tak_tidak_kagak sibuk_dinamis_giat_rajin_aktif operasi_aplikasi tutup joob,bintang edit lima saat sudah update versi yg selasa pagi nov login kode otp mudah cepat saya terimakasih yg utama gps tidak aktif sudah aplikasi tutup good joob,TRUE,bintang edit lima saat sudah update versi yg selasa pagi nov login kode otp mudah cepat saya terimakasih yg utama gps tidak aktif sudah aplikasi tutup good joob,1,271
alhamdulillah baik_bagus_keren,alhamdulillah baik_bagus_keren,alhamdulillah bagus,TRUE,alhamdulillah bagus,1,272
tak_tidak_kagak info jadwal_program vaksin sih_si kesal_jengkel_sebal,tak_tidak_kagak info jadwal_program vaksin sih_si kesal_jengkel_sebal,tidak info jadwal vaksin sih kesal soal,TRUE,tidak info jadwal vaksin sih kesal soal,-1,273
bamyak fitur tak_tidak_kagak tugas_fungsi_manfaat_guna,fitur tak_tidak_kagak tugas_fungsi_manfaat_guna,bamyak fitur yg tidak fungsi,TRUE,bamyak fitur yg tidak fungsi,-1,274
