id,id_processed
aplikasi bagus sih tp ya suka error,0
apps buruk baik hapus aja google waktu orang apps gagal apps loading forever org emosi,-1
tidak daftar coba daftar pesan salah bahasa indonesia muncul orang asing coba terbang indonesia saya harus guna aplikasi keri orang indonesia laku baik kerja baik,-1
tidak regist aplikasi tidak guna aplikasi kata telah otp kali fakta saya tidak pergi halaman otp lol,-1
aplikasi suka tidak bisa akses saat servernya diupgrade,-1
telah tidak bisa dipake,-1
update tidak bisa pakai launching update tidak test kali ya,-1
log out waktu log in ulang tidak daftar,-1
halo kemenkes sy ide apps buat kompetisi jalan sehat hadiah indonesia yg bisa tracking langkah jumlah biar sehat juga imun terimakasih ya,0
aplikasi idiot banyak bug saya tidak guna baik,-1
aplikasi tidak bisa masuk menu itu sendiri harap baik,-1
error bgst,-1
aplikasi tidak ubah update bener error mulu,-1
gile lu ndro kaga nge scan apps buang buang gw ajh gate udh restart hp kaga mempan,-1
update jadi lol lot lebih baik lama mohon baik,0
aplikasi error,-1
mau implementasi transjakarta mohon relook ya kerja app nya bisa cepat sering banget tinggal busway check in dlu tj checkin gagal karna app dan qr nya jg tidak bisa scan,-1
susah,-1
diupdate lama connect servernya,-1
informasi yg input bisa ubah ya app sangat tidak bisa andal verifikasi nama nik perempuan eh summary tidak itu opsi airplane detail sudah isi lengkap car jam terbang jg ubah saya coba edit tidak wtf gmn bener tracking covid aplikasi yg pakai aja tidak banyak korupsi anggar aplikasi sampah aja,-1
rusak pun program aplikasi harus pikir pilih hidup yang buruk,-1
nama lengkap bilang tidak valid lokasi selalu nyala tidak opsi langsung aju data informasi saya vaksin versi opsi cek zonasi hilang sulit check in di luar radius,-1
butuh yang untuk koneksi hasil pcr,0
baik menginstal ulang aplikasi masuk telah baru tidak bisa saya itu ubah pergi mobil saya etik jalan pesawat formulir harap dukung kembang laku jika milik yang,0
tolong fitur log out scan barcode,-1
tolong developer jitak data masyarakat udah vaksin sertifikat sekarang tidak ilang gimana,-1
instal daftar cek list syarat tentu stlh ngeblang tidak respon,0
tidak bisa isi kolom tanggal ulang coba tidak hasil saya sudah tidak nyala menginstalnya tetapi tidak hasil anda milik solusi itu itu buat saya jengkel frustasi,-1
perintah otoritas jadi pindai status sehat belum pasuk gedung balik,0
aplikasi sampah bug,-1
kerja bagus hidup,1
update hp infinix tidak ubah tolong periksa thank you,0
data vaksinasi belum idak terupdate masuk nik nama bilang tidak terdftar semnatraa sudha sertifikat vaksin rs y saya laku vaksin aplikasi muncul nama org tolong baik sistem ambil dukcapil data jangan salah guna saya hubung dan email sertifikat peduli lindung tidak respon nomer ekstension sibuk jam pun di telpon tidak,-1
aplikasi bagus bisa dark mode lebih nyaman mata terimakasih kasih kerja keras salam,1
repot,-1
sorry to say guna aplikasi tuh sih udah tidak uptodate ngisi tanggal lair aja mustii mundurr jauhhh gimana sih tidak canggih rugiii,-1
rusa alias error,-1
bagus simple mudah guna,1
kagak bisa pakai lokasi lokasi,-1
muat,-1
seluruh bagus masalah tidak gulir layar pertama kali pilih bahasa mis samsung j series,0
update vaksin hilang hasil kerja asn sampah tidak kompeten,-1
data hadap sama,0
aplikasi buruk pernah tiap kali coba itu tunjuk pindai kode qr gps aktif lebih baik baik sederhana,-1
status di aplikasi selalu merah sudah vaksin kali tidak kontak erat rumah hijau tidak kena covid tidak kontak yg bisa hubung selesai maaalah akibat selalu tolak masuk fasilitas publik rugi kembang tidak informasi jelas ttg cara bantu hal sudah kirim email tidak tanggap kesal,-1
urgen aplikasi tidak sepenuh full layar pas daftar tidak bisa login bagi layar harus pencet tidak masa gitu atuh neng,-1
sergap,0
app asw,0
tidak bisa lihat sertifikat vaksin suruh masuk nik nama,-1
kerja baik,1
aplikasi tidak guna turis siapa tidak milik id indonesia tidak vaksin covid yang anda milik luar negeri uji covid catat aplikasi tidak guna tidak begitu tetapi besar seperti bandara restoran aplikasi untuk guna paksa kerumit tidak sudah dukung bahasa inggris baru,-1
wew tidak bisa pakai hp,-1
mudah,1
tidak masuk,-1
force close check out gps mati,-1
tidak bisa masuk logout aplikasi telah centang kotak dengan tentu guna bijak privasi tidak gulir bawah dapat tombol tuju lanjut layar masalah dari telepon dari aplikasi saya saran untuk baik mungkin aplikasi guna atur,-1
bagus,1
respons sangat lambat,-1
tidak bisa check in bilang luar area gps d nyala sudah coba tmpt mohon baik versi padahal tidak,-1
sertifikat vaksin,0
bagus,1
sertifikat tidak,-1
banyak salah,-1
kerja bagus baik baru,1
baru tidak tombol kirim tuju warga negara indonesia,-1
sertif vaksin tidak gambar sudah november sudah vaksin mei,-1
relatif manfaat izin usul aplikasi lebih bisa manfaat apabila integrasi pmi kait info catat donor darah donor recording donor darah donor bisa digital terimakasih,0
tombol tuju tidak lihat hape asus zenfone laser layar tidak bisa klik tuju masuk aplikasi sungguh buruk buah aplikasi buat uang rakyat silah baik maksimal tidak orang punya hape layar lebar jidat,-1
guna tidak temu,-1
design app nya bagus tg yg ko mundur,-1
aplikasi buruk tidak dukung,-1
tombol tuju potong tidak bisa klik tidak bisa login versi aplikasi software hp sudah versi baru,-1
saya stuck term and condition yg versi kemarin lbh baik,-1
tempo sertifikat caksin ada cek malah hilang harus masuk nik melulu cek tolong baik donk bugnya susah,-1
jelek,-1
oke,1
otp pakai no hp gagal pakai email otp tunggu jg tidak email yg tidak teknisi yg bisa baik tidak pegawai yg bisa baik buat bikin aplikasi,-1
aplikasi customer service parah jawab tidak silah faskes silah klinik klinik faskes biasa tidak ada masalah letakny peduli lindung tidak terimakasih input solusi bisa kasih dbwh bintang akan sy beri bintan,-1
aplikasi dan layan langgan paling tidak guna,-1
tidak erti mungkin gagal unduh aplikasi tidak bisa lang jauh minta saya pilih asing lokal tetapi telah saya pilih terima syarat tidak dapat gulir masuk aplikasi daftar indonesia force untuk guna aplikasi tetapi aplikasi tidak fungsi,-1
gagal kali sesuatu gps telah hidup mati gps ribu kali tidak fungsi butuh baik maaf,-1
abis pencet tuju privacy policy trus tidak bisa tolong susah orang sekali,-1
tolong ada salah input hasil tes sudah baik mohon status langsung ubah hijau hitam lama hal sangat rugi guna tidak bisa unjung fasum,-1
udah vaksin dosis status,1
gagal laku proses sulit guna kantor utk masuk kerja harus berulangkali laku bisa sukses terkadang bisa ubah gagal harus ulang padahal sudah sukses,-1
bagus,1
aplikasi rusak tidak bisa sertifikat vaksin,-1
error aplikasi maintaince atuh,-1
buruk,-1
tidak login tutup otomatis,-1
aplikasi bahkan tidak buka,-1
scan barcode suka error tidak bisa harus ulang,-1
mantap,1
vaksin tp check in warna merah belum vaksin nik benar ada sertifikat jg,-1
aplikasi suka error lot,-1
bagus,1
pernah sms utk download sertifikat namun sms link sertifikat hapus di aplikasi cuma muncul vaksin namun tak temu sertifikat tidak sinkron sms,-1
beberapa bahasa inggris nik terima angka nik keluar milik surat,-1
nomor hp tidak bisa daftar pedulilindungi nik sudah regitrasi,-1
terimakasih kasih atas umpan dari versi utama kena akses izin lokasi ui versi juga mudah guna,1
check in susah banget selalu luar radius lokasi aktif belum masuk mau check out susah ampun untuk aktif lokasi lokasi aktif,-1
loadingnya pas update tidak update udah doqnload mas gjls well,0
aplikasi bagus,1
bagus,1
tampil lebih user friendly,1
update lebih user friendly memudahkannutk cari fitur yg guna coba lihat jika error gps uodate lokasi akan lihat,1
sertifikat vaksin tidak padahal udah vaksin kali,-1
bagus mudah guna,1
tidak lihat sertifikat vaksin handphone,-1
aneh,-1
review hapus kenapa ya ini review asli bintang aplikasi tidak bisa buka muncul lokasi deteksi fakegps tidak nyala mock location disable coba dibenerin aplikasi gimana pakai buka aja tidak bisa,-1
sertifikat vaksin tidak bisa lihat sudah vaksinasi maret april,-1
kadang aplikasi tidak kirim kode verifikasi login error isi ehac jenis kendara pilih ubah mobil,-1
nafsu,0
bagus,1
setting date lain ribet lambat data tidak jaga sdh vaksin pakai pcr lg useless apps,-1
tanya min android tidak bisa pakai pedulilindungi,-1
vaksin sertif merah call center tidak bisa hubung trus gimana,-1
tampil trbaru simple lebih bagus scan gampang,1
sampah tidak bisa login dah baca ampe khatam tetep tidak bisa,-1
mohon maaf belum nya hasil test pcr tidak muncul apk peduli lindung klinik sudah daftar lab nya pas cek kali alami macam belum nya saya tidak perna alami saya laku terbang selalu test pcr untuk kali kenapa tidak muncil apk peduli lindung sistem klinik nya dri sistem peduli lindung nya server kena inputan dari lab peduli lindung,-1
tidak bisa check out tidak bisa tpt tolong baik,-1
aplikasi buruk,-1
tolong donk update bisa buka android terimakasih kasih,-1
gimana sih ya download versi aplikasi malah tidak bisa buka hp sy coba uninstall trus install ulang tetep stuck menu terms condition abis mental kembali layar home duh tau gin gausah update deh please response nya gimana hambat kerja ini aplikasi,-1
anda jalan latar saya,0
susah,-1
jelek aplikasi check in check out banyak error nya lemoott woiii,-1
upeate nya banyak trouble,-1
ngebug malah bikin kalau bisa aktif checkout otomatis nya jadi tidak check out manual,-1
guna banyak dan,1
banyak bugs lokasi seringkali tidak akurat sebab tidak bisa check in masuk yang tuju,-1
bagus,1
bug,-1
terimakasih info,1
bug,1
suweeee verifikasi laku,0
lot bener,-1
coba unduh selalu jebak,-1
mulu aja tidak gua check in scan barcode silah tunggu speed gua kenceng gua check out gps meleset mulu tidak bisa check in check out jadi ui amat aman identitas dll kurang apa aplikasi,-1
bintang aplikasi macet layar splash terimakasih kasih tuhan izin lokasi baik,1
update data hilang jarus dr lagi,-1
apk peka,0
oke,1
tolong itu mudah,-1
sertifikat tidak muncul,-1
top free paksa downloadnya,0
kalo udah login beda tidak logout tidak bisa login,-1
aplikasi hebat,1
sertifikat vaksin saya tidak muncul,-1
maaf aplikasi tidak bisa d buka ya,-1
checkout tempat error force close mohon cek,-1
nik kartu vaksin ktp beda registrasi vaksin guna copy ktp sekarang tidak bisa check in mall lokasi kerja masuk area mall,-1
bantu mudah guna,1
kode otp tunda saja kedaluwarsa sayang sudah vaksin aplikasi tidak data sistem sucks tulis layan langgan tidak dapat balas solusi pun,-1
anak belum vaksinasi sertifikat vaksin untuk sinovac peduli lindung aman data apa dia tidak bisa daftar vaksin pfizernya ini telepon call center kali tidak tubuh dapat jawab dan solusi makna kecewa catat tidak jawab beberapa upaya,-1
aplikasi anzing,0
dakjal haram yg saranin wajib dibully menuhinruangan,0
versi baru sudah lebih baik versi beberapa baik homescreen user profile flow user menu pisah wni dgn wna good job,1
tidak bisa login tampil awal tidak bisa,-1
salah data terus tidak bisa baca barcode masuk mall lokasi,-1
aplikasi paksa wajib pakai pelosok kampung lambat bahkan sampai tak bisa di akses,-1
aplikasi buruk pernah guna tutup jeda bug lama pindai kode batang aplikasi,-1
mau scan lokasi masuk gagal,-1
regis keras tidak guna tidak tanggap,-1
tidak bisa login layar ui nya tidak uset friendly,-1
tidak bisa d pakai d hp vivo,-1
mudah belum,1
oke mayas ngeredin,0
aplikasi baru sebal coz tidak bisa pindai kode batang,-1
sekali error akan scan qr code tempat dan lambat,-1
instal kali kali ttp aj tidak bisa buka samsung galaxy daftar doank abis aplikasi has stopped,-1
laman bijak privasi tidak bisa discroll sekali,-1
kali kali ganti gender udah save ttp aja muncul nya tidak sesuai vehicle type otomatis car ganti moda transportasi eh tidak bisa apa harus tulis car aja pesawat biar bisa submit ehac gender saya jadi tidak sesuai jg hadeh,-1
tampil bagus yg versi nya nyesel update versi,0
aplikasi sampah pls baik ganggu,-1
aplikasi rugi salah perintah tidak input data masyarakat rugi tidak bisa krn data tidak di aplikasi sy mall tidak dibolehkn msk alsnnya data tidak di aplikasi pdhal sy sdh vaksin sertifikat sy email pdli lin tp smpi skrg data ttp lama data sy tidak diinput tugas lama sy tidak bisa,-1
sampah,-1
aplikasi perfect buat bisa mencaritahu zona yang kunjung aman tidak pedulilindungi sedia passport digital sertifikat vaksin registrasi vaksin saya rasa bantu aplikasi request saya sudah tangan updatenya hasil baik terimakasih pedulilindungi,1
error aplikasi crash udah location restart hp aplikasi tidak ngaruh,-1
lokasi deteksi lambat,-1
kerja baik tidak lihat sertifikat vaksin itu bahwa saya sudah vaksinasi kali saya tidak lihat sertifikat harap baik,0
tidak bisa lihat tombol tuju,-1
sertifikat vaksin tidak bisa lihat input nik nama muncul tulis vaksin tapi tidak bisa continue saat klik sertifikat vaksin langsung arah page kosong sertifikat vaksin tidak bisa klik lagi,-1
bagus,1
update malah tidak bisa buka after new application ca fix noted tidak orang milik financial beli handphone kejar android agar aplikasi bisa untuk sulit android yg,-1
tidak muas,-1
error tross gua masuk mall gimana,-1
fitur lengkap ada fitur utk hapus akun ada akun yg dobel app bisa guna utk keluarga tidak tiap anggota keluarga scan,-1
otp tidak kirim,-1
crash,-1
saat vaksin dan dua salah masuk nomer hp saat daftar applikasi tidak bisa lihat sertifikat vaksin,0
oke,1
hampir sejak vaksin dan belum sertifikat vaksin tolong baik,-1
namany aplikasi mariberkomedi pedulilindungi versi susah versi susah biarin aj deh ya tidak biar anggap huni mall hahaha sih gps kan yang sedia qr untuk scan masuk bisa lengkap data lokasi untuk orang lokasi masa iya orang jakarta bisa mall surabaya kalo tidak di lokasi,0
gagal checkin semua sdh gps nyala sdh versi kuota tpi msh susah checkin,-1
tidak nomor nik nik salah baru meski milik sertifikat vaksinasi dua vaksin aplikasi ini tunjuk status merah yang tidak pasuk maksud jika tidak baru nom nik aplikasi untuk tegak aplikasi untuk pasuk,-1
kyknya performa servernya resource deh ganggu pas jam checkout gagal ui icon tolong ganti warna colok bikin pusing mata,-1
error gagal check in,-1
burukk udah vaksin tidak valid pas masukin sertivikat vaksin,-1
busuk loadingnya,-1
selamat di orde dunia budak,0
aplikasi bisa fungsi baik,1
ada alternatif vaksin tempat jadwal tidak sedia layan,0
update skrg tidak bisa masuk apk pedulilindungi notif error bagaimana kemenkes update utk sempurna kok rusak yg ada mgk baik ulang bbrp kali sblm dilaunch update nya,-1
ayo laporin aplikasi selalu on background selalu on gps tracking lokasi ijin,-1
otpnya tidak,-1
aplikasi enak pakai tampil tarik,1
boros baterai,-1
mau masuk aplikasi henti halaman bijak privasi ya sudah centang nyata tuju bijak privasi update sudah reinstall aplikasi tetap henti halaman bijak privasi,-1
buat ehac pilih airplaine ubah car,-1
apdet teu bisa buka,0
gimana tidak bisa checkout otomatis jam lupa checkout hari,0
updated malah bikin antem dgn security kantor mall tulis qt out of range tidak bisa cekin securitynya bener kalo tidak bisa cekin tidak kasih masuk terus bagaimana,-1
tidak tidak tidak tidak,-1
baik,1
tidak check out,-1
aplikasi parah masuk menu udah langsung kalo suruh pakai android os kenapa harus ada aplikasi jangan sulit,-1
wow tingkat aktual aplikasi perlu akses gps saat hanya butuh izin lokasi aplikasi di latar bagus ui bisa gelegar guna versi lebih tetapi saya aplikasi lebih responsif kurang macet belum akses catat vaksinasi sederhana kerja bagus,1
submenus di bahasa indonesia apa guna pilih bahasa inggris aplikasi masih beranta butuh revamp total,-1
daftar ke kemenkes lama tuju vaksinasi di singapura,-1
baik vaksinasi test langsung hasil saran baik akan tinggal lokasi pemberitahuan ketuk tombol dari lokasi belum dan lupa scan,0
indonesia butuh orang jujur stop tas tes fafifu sudah vaksin suruh test pcr bayar pergi aneh buat sertifikat vaksin,-1
nik masuk berulangkali tidak bisa input nomor handphone isi ehac crash unggah attachment hasil test,-1
gimana brulang x donlot tidak bisa buka aplikasi y stuck syarat tentu tolong donk baik biar smua rakyat indonesia bisa akses mudah,-1
ini tidak bisa masuk peduli lindung hape fujitsu,-1
bantu,1
ribet aplikasi praktis ditandatangani verifikasi sek sekarang hemat ben data wen iso buka selamat di aplikasi jano xg pie pi aplikasi,0
tolong kan aplikasi bagus mobilisasi tracking atur jalan tidak update rakyat bingung syarat atur jalan ubah rubah update regulasi jalan tidak akomodasi aplikasi sini new but,-1
oke,1
tidak cocok layar huawei tidak bisa klik tombol saya tuju pilih warga negara indonesia,-1
telah coba dari isi info guna aplikasi tetapi macet kali coba unggah hasil tes pcr dalam format pdf sila periksa baru aplikasi asap saya tidak masalah darat jakarta besok terimakasih kasih,-1
diupdate tidak bisa buka pedulilindungi has stoppes working,-1
gimana sih tidak bisa daftar login aplikasi tidak guna tp dipake gajelas aplikasi bener klo emg dipake orang,-1
account peduli lindung lupa checkout sekarang tidak bisa checkout jam tidak tereset otomatis coba hubungin call center email tera app tidak direspon harus hubung mana ya kalo gin,-1
tampil app peduli lindung beda sy instal bisa,0
tidak bisa check out bugnya,-1
coba aplikasi tidak bisa masuk tidak kemudian kata sayang pedulilindungi henti saya coba segar ponsel saya tetapi saya masih tidak bisa buka tolong baik,-1
tidak pindai,-1
halo kita tidak lihat id opsi android pilih id guna vaksinasi aplikasi iphone peduli,-1
aplikasi tempe,0
baru tidak hubung aplikasi,-1
bagus,1
data tidak update,-1
tidak otomatis check out tidak tombol periksa manual apa harus laku kita lupa periksa tidak periksa barcode aplikasi,-1
tidak tombol,0
aplikasi hebat,1
apk sekarang ribet y mudah yg kmrn,-1
email cert vaksin tuju sudah periksa hari hari halaman aplikasi masih kosong itu kerja orang asing plus laku tes pcr tunjuk hasil aplikasi,-1
tidak bisa buka abis update,-1
tidak bisa pakai susah pake app check in tulis deteksi lokasi padahal tidak pake fake gps nyalain lokasi buat lain sampe udah reset hpnya tidak bisa udah email pedulilindungi tidak respon,-1
freakin bahkan tidak bisa masuk yang hindar,0
manfaat pergi indonesia,1
abis update check out force close,-1
tidak bisa login,-1
aplikasi sekrup masuk lokasi tidak untuk coneact jirrrrr,0
tidak bisa checkout,-1
cape comppain sini ha tanggap buruk pernah,-1
versi yg terupdated pilih wni foreigner klik term and condition klik accept nya bagi hp tidak tidak bisa scroll untuk klik tombol accep nya,-1
tidak percaya,-1
tidak bisa checkout otomatis,-1
lihat tidak tidak smp old tidak iok lompat bawah scrolle tidak asik,0
susah orang mana make aplikasi aplikasi berat kalo buka tipikal aplikasi negeri,-1
tabrak,-1
yg jauh bagus dr,1
tidak bisa scan qr,-1
komit jaga masyarakat republik indonesia sistuasi pandemic endemic dgn baharu system sesuai sikon yg,0
anda anda gin,0
sering error butuh jaring internet,0
bagus,1
dingin,1
janji syarat namun tidak lewat halaman email anda ikan terus kembali saya,-1
versi tidak bisa checkout tolong bugnya baik,-1
tolong baik update versi aplikasi saya tidak bisa check out saat check in guna aplikasi versi nya lebih parah tidak bisa check in tempat karena status nya check out,-1
scan aja tidak,-1
jelek update tidak bisa check out gilir masuk tidak bisa tidak check out,-1
sangat aplikasi sangat buruk,-1
status warna aplikasi hitam padahal sudah tes antigen kunjung tidak ubah warna aplikasi sudah lapor email tidak tindaklanjut seperti hanya susah masyarakat,-1
hasil terimakasih kasih,1
sertifikat vaksin belum cuma terang sudah vaksin gimana dh kacao,-1
di update versi sama tidak bisa login,-1
ini cepat akurat tahan bahkan di tingkat kemamp annya,-1
usul buat yg sangkut terlalu dari lokasi,-1
oke,1
apk deformed,-1
busuk,-1
antarmuka guna buruk tingkat daerah hilang teks menu potong ponsel,-1
utk cek sertifikat sll nik sdh option nama emng nama bisa pake dr nik,0
oke,1
update tidak pilih check out device beberapa umum tidak sedia qr code check out tidak bisa scan jam tunggu tidak check out otomatis yang,-1
error mulu cek in susahhhhh butut lahhhh,-1
tidak masuk sekali guna tidak temu,-1
tidak bisa register tidak bisa login useless app,-1
boleh saran bisa unjung saat scan qr codenya bisa langsung check in tidak tekan check in check out telah scan qrnya jika lupa data yang masuk servernya akan salah terimakasih kasih,0
gagal login teruss wahh pegawai negeri,-1
aplikasi pintar,1
hari tidak bisa check in,-1
upgrade aplikasi jalan telah pilih menu warga negara muncul popup tuju bijak privasi di ceklist yg arti terima syarat aplikasi tidak respon tidak bisa masuk menu hp huawei,-1
app nya mana tidak karena tidak logout saya kunjung yg di telah nya tolong aplikasi,-1
lambat,-1
sertikat vaksin belum aplikasi agustus laly vaksin,-1
sudh masuk tp down apa hp merk xiaomi dari aplikasi tidak ngerti sdah kali kali spt jd syrat utama kmana mau kirim bukti screenshot kemna ya,0
saya vaksinasi kali saya milik dua harap saya tidak bisa pergi mal,0
sertifikat vaksin muncul jga pdhal dah vaksin tolong d bantu,-1
oke,1
udah vaksin ko data sertipikat belum padahal udah,-1
bagus,1
izin vaksin tgl kemaren waktu data no hp kirim vaksin guna nomor lama sdh tidak aktif teman lain link sertifikat yg kirim sms belum sms jadi cara link sertifikat tanda sdh vaksin nanya operator tempat vaksin sdh sistem tidak bisa meubah coba cari aplikasi peduli lindung saja saya isi data di peduli lindung tidak dapat sertifikat terimakasih kasih jawab,0
beri data update kait situasi kondisi dlm tangan,1
sangat bantu,1
joss mantap,1
enak ribetnya,0
bagus informasi lengkap,1
aplikasi,1
oke,1
bagus,1
aplikasi nya bagus,1
tidak bisa isi kolom tanggal lahir,-1
bagus,1
aplikasi mudah guna bantu utk kategori zona covid ada suatu wilayah peduli utk prokes tahu status vaksin tips cegah sebar covid,1
siip daah,1
mantap,1
oke,1
bantu,1
ok banger,1
guna baik,1
maksimal info,1
masuk aplikasi aga susah,-1
aplikasi bantu lihat update data satu wilayah,1
mantap,1
moga bantu,1
mantap,1
bantu,1
alhamdulillah sertifikat,1
oke,1
sudah vaksin copid tgl juni,0
mantap,1
aplikasi aplikasi tanya baru aj,0
guna,1
bagus,1
bagus,1
oke,1
bantu,1
serfikat seharisetelah vaksin mantap,1
bantu,1
oke,1
bagus bantu,1
alhamdulillah sertifikat kirim telpon langsung di proses saat juga sertifikat langsung muncul tidak nyampe terimakasih kasiih,1
bagus bantu banget,1
tolong baik kalo ada email akun x tolong beritahukan email pakai email ada akun sertifikat akun x akun z tidak bisa tolong baharu,0
vaksin anda lambat,0
saya tidak bisa akun ya,0
mantap,1
mantap,1
sngtt bgusss jouu,1
tampil ok bisa daftar sedia faskes yg sedia,0
vaksin insya allah sehat,1
sehat,1
aduh ko aplikasi pudulilindungi tidak bisa buka skalinya bisa buka nu ghu angka nemer ko tidak kirim ge mna saya bingung sama aplikasi,-1
manfaat ada adalah wajar masih dpt baik tingkat salam sehat,1
aplikasihnya bagus,1
bantu,1
mantap,1
mantab,1
oke,1
keren,1
manfaat,1
apk sangat sesuai banget bisa dap ngecek sertifikat vaksin,1
oke,1
laksana anjur perintah hidup sehat optimis covid segera berahir,0
bantu,1
terimakasih sertifikat vaksin kku dan bisa di unduh terimakasih untuk aplikasi pedulilindungi,1
bagus,1
bantu,1
baik,1
josse,1
ada,-1
joss mantap tenan,1
bagus,1
yg lebih baik,1
mantap harus update kluar sertifikat vaksin bainyg kluar sertifikat ni saran dr update aplikasi nya masuk daftar vaksin isi lg data nik nama andi tgu sebentar masuk sertifikat an sdh cetak yg mohon sabar ya,0
mudah akses jelas clear,1
muas terimakasih kasih,1
oke,1
aplikasi ny untuk menu serifikat vaksin kdg tidak bisa akses,-1
tidak ya mau,-1
oke,1
mantap,1
moga manfaat,1
baik,1
baik,1
bagus,1
bagus,1
oke mantap informasi cepat,1
oke,1
luar,1
manfaat aplikasi dapat mudah data vaksinasi,1
okeeee,1
tuju,1
bantu,1
update okeee kq,1
untuk simpan prokes,1
bagus,1
bantu,1
oke,1
bagus,1
corona lenyap,0
terimakasih,1
manfaat,1
istimewa banget,1
mau hp hilang gmna nya ngecek sertifikat,0
bagus,1
mantaaap,1
covid hilang,0
owraittttt,0
bagus,1
aplikasi sangat bagus,1
this aplication is nice and smart aplikasi sudah beri informasi ada zona lalu hp yg pakai,1
bagus biar segala urus,1
stabil aplikasi,1
patuh protikol kesehtn,1
sehat sehat sehat indonesia sehat love indonesia,0
suka halus,0
tanya suami sudah vaksin vaksin yg salah nomor solusi suami ada sertifikat terimakasih,0
baik guna guna seluler,0
salam sehat sellu smoga nya sukses sellu apl,1
bagus,1
cakep,1
aplikasi nya bagus kasih bintang mantap,1
aplikasi bagus nama aplikasi tingkat lanjut lebih mudah guna baik daftar saat log in,0
oke,1
good bantu,1
mantapp,1
aplikasi sangat bantu terimakasih pedulilindungi,1
bantu,1
bagus,1
bagus,1
aplikasi bantu terimakasih,1
bantu,1
sudah vaksin tahap tidak sertifikat vaksin baik via sms aplikasi harus laku apakah ada salah penginputan nomor bagaimana solusi,0
baik karena bantu tahu daerah bahaya tidak,1
oke,1
bagus,1
baik,1
jika lapor bug mi dianalisa aplikasi tidak bisa tampil sertifikat vaksinasi sudah selesai vaksinasi dosis,0
oke,1
bagus,1
sertifikat covid,0
aplikasi sangat bantu sya tahu covid seliruh indonesia,1
terimakasih kasih,1
aplikasi peduli lindung bantu banget aktivitas,1
bantu,1
mantap,1
bisa bantu,1
penting punya yahudi,0
manfaat,1
aplikasi keren,1
terimakasih kasih data valid jozzzzz butuh sertifikat vaksin link sms puskesmas hapus alkhamdulillah aplikasi bisa bantu yg bisa tunjuk daftar masuk nomor hp isi kode masuk nik moga manfaat,1
bantu,1
baik,1
bantu masyarakat ini,1
mantap bantu,1
udah vaksin jadwal vaksin lewat badan tidak fit kirain panggil ulang nyata tidak tolong info vaksin yg terimakasih,0
bagus data vaksin covid,1
oke,1
amga mermanpataat,1
bantu,1
bagus aq cinta,1
bagus tpi tidak fungsi,0
bagus,1
bagus,1
membntu,1
mantap mudah,1
bantu good,1
mudah,1
bantu cari info vaksin tentang covid,1
bagus informatip,1
guna,1
good job utk layan,1
vaksin saat belum sms pas q cek peduli lindung sdh sertifikat nya terimakasih sobat q baca koment pada keluh peduli lindung tidak masalah unduh sertifikat dftr nik dll klw ada mslh restart hp sobat,1
oke,1
what an improvement bantu banget aplikasi,1
bantu,1
mantep lsg bisa bukti,1
bantu skali,1
guna,1
oke,1
bantu,1
bagus,1
gps lanjut batere cepat lowbat,-1
oke,1
oke,1
baik,1
sudah vaksin dua tgl kok di krim sertifi,-1
bisa saji data lengkap ttg kembang sebar covid,0
kok lelet yaaa,0
dapat informasi yg penting guna aplikasi,1
keren,1
bagus,1
bagus,1
terimakasih kasih,1
gooddd,1
yuk tingkat yuk bakal indonesia download aplikasi jadi yg kuat rajin benah error semangat,0
tuju bijak perintah aplikasi pedulilindungi agar indonesian lebih baik,1
aplikasi bantu tapi perlu baik sistem data nik,0
oke,1
baik sangat bantu smgaa indonesia bisa pulih dn,1
oke,1
mah vaksin udah di,0
bantu lihat kondisi status,1
cetak sertifikat vaksin sms link ke hapus aplikasi sangat bantu yg buka apk buat nyari sertifikat vaksin nya klik tulis akun pojok kanan klik nama nanti gambar sertifikat nya tinggal unduh,1
ok bantu,1
ini baik terimakasih,1
sy angat bantu krn ad ay pedulilindung utk cegah wabah civid,1
sangat bantu laku kerja bagai warga negara apk goood,1
mudah lebih kontrol,1
oke,1
fsksin dpt sms nya ya biardpt sertifikasi nya,0
oke,1
jalan m patuh prokes,0
bik,1
moga bisa manfaat kita,1
oke,1
bagus,1
manfaat,1
oke,1
bantu,1
bagus,1
bantu,1
bantu,1
oke,1
muas,1
bagus gimana aktivinnya,0
bantu warga indonesia wajib punya aplikasi,1
bagus bgt,1
oke,1
ya allah ribet banget ya,-1
bantu tiap orang punya mobilitas,1
ada aplikasi sangat bantu hndk pergi suatu,1
bagus,1
bantu,1
tidak bisa buka tidak bisa baru payahbanget,-1
bagus banget,1
vaksin imun kuat kebal,1
vaksin masal moga akhir roda ekonomi bisa normal,1
bagus,1
baik,1
bantu,1
mantap,1
manfaat yg luar,1
bantu,1
mantap,1
mau tensi darah sampai gagal cape dg alhamdulillah yg hasil ayo vaksin lindung dan orang,0
mantap bantu ayo tingkat,1
bagus,1
mantap,1
oke,1
manfaat keluarga orang,1
ko udh kali baharu keluar aplikasi siy knph ya,-1
aplikasi bagus bngt,1
kerja baik,1
aplikasi sangat bantu,1
terimakasih,1
butuh pergi,1
kerja baik,1
saya vaksin kok timbul timbul sih data vaksin nya data semua udah belum ad tolong tindak penting nya data perintah kota,-1
mudah akses,1
aplikasi bisa tidak bisa cek sertifikat vaksin,-1
