comment,id,en,id_processed,en_processed,label_manual,svm_id,svm_en
"until now, me, family & friends that wna cannot enter the public places. the vaccination status always red since the apps got updated. all of us already fully completed vaccinated here at kemlu. eventough we shown our vaccine certificate, but still cannot enter the places we wanted to go. the problem is maybe at vaccine certificate using kitas id number and at the apps pedulilindungi using passport number. we already email to the authorites about our problems no answer. please change this.......","hingga saat ini, saya, keluarga & teman-teman bahwa wna tidak dapat memasuki tempat-tempat umum. status vaksinasi selalu merah karena aplikasi diperbarui. kita semua sudah selesai divaksinasi di sini di kemlu. wallough kami menunjukkan sertifikat vaksin kami, tetapi masih tidak dapat memasuki tempat yang ingin kami tuju. masalahnya mungkin pada sertifikat vaksin menggunakan nomor id kitas dan pada aplikasi pedulilindungi menggunakan nomor paspor. kami sudah mengirim email kepada otoritis tentang masalah kami, tidak ada jawaban. tolong ubah ini .......","until now, me, family & friends that wna cannot enter the public places. the vaccination status always red since the apps got updated. all of us already fully completed vaccinated here at kemlu. eventough we shown our vaccine certificate, but still cannot enter the places we wanted to go. the problem is maybe at vaccine certificate using kitas id number and at the apps pedulilindungi using passport number. we already email to the authorites about our problems no answer. please change this.......",,,-1,,
apps jelek sertifikat vaksin udh di daftarkan g muncul2 👎,apps jelek sertifikat vaksin udh di daftarkan g muncul2 👎,ugly apps vaccine certificate udh registered g appears2 👎,,,-1,,
"i can't access my vaccine certificate eventho my data showed i already got my 2nd vaccine? i've trying a few times, please fix this","saya tidak dapat mengakses sertifikat vaksin saya eventho data saya menunjukkan saya sudah mendapatkan vaksin ke-2 saya? saya sudah mencoba beberapa kali, silakan perbaiki ini","i can't access my vaccine certificate eventho my data showed i already got my 2nd vaccine? i've trying a few times, please fix this",,,-1,,
data tidak update,data tidak update,data is not updated,,,-1,,
saya download aplikasinya tapi setiap masuk selalu keluar peringatan "lokasi buatan terdeteksi" padahal saya tidak menyalakan vpn dan tidak menggunakan aplikasi fake gps. sudah saya coba install ulang tetap tidak bisa.,saya download aplikasinya tapi setiap masuk selalu keluar peringatan "lokasi buatan terdeteksi" padahal saya tidak menyalakan vpn dan tidak menggunakan aplikasi fake gps. sudah saya coba install ulang tetap tidak bisa.,i downloaded the application but every entry is always out of warning "artificial location detected" even though i did not turn on the vpn and did not use the fake gps application. i have tried reinstalling still can't.,,,-1,,
"min.. ada problem nih, aplikasinya diinstall di samsung j5 prime lebar layar 5 inch, setelah aplikasi dijalankan dan dibuka halaman persetujuan engga bisa discroll ke bawah jadinya engga bisa klik ok atau setuju. mohon diperbaiki min.. kalau udah diperbaiki nanti diupdate bintangnya.","min.. ada problem nih, aplikasinya diinstall di samsung j5 prime lebar layar 5 inch, setelah aplikasi dijalankan dan dibuka halaman persetujuan engga bisa discroll ke bawah jadinya engga bisa klik ok atau setuju. mohon diperbaiki min.. kalau udah diperbaiki nanti diupdate bintangnya.","min ... there is a problem, the application is installed on the samsung j5 prime 5 inch screen width, after the application is executed and opened the approval page can not be discolled down so you can click ok or agree. please be repaired min ... if it's already repaired later the star is updated.",,,-1,,
"gabisa di download, sertifikat gak muncul, nik tidak terdaftar","gabisa di download, sertifikat gak muncul, nik tidak terdaftar","it can't be downloaded, the certificate does not appear, nik is not registered",,,-1,,
aplikasi tiba2 berhenti sendiri.... tidak bisa buat akun karena aplikasi langsung stop...padahal sdh coba instal ulang,aplikasi tiba2 berhenti sendiri.... tidak bisa buat akun karena aplikasi langsung stop...padahal sdh coba instal ulang,the application suddenly stops itself .... can't make an account because the application immediately stop ... even though i try to reinstall,,,-1,,
"sebelum saya update ke versi 4.0.2, status vaksinasi saya berwarna hijau, karna memang saya sudah vaksin 2 dosis walaupun berbeda lokasi tempat vaksinasi antara dosis 1 dan dosis 2. tetapi setelah di update ke versi terbaru (4.0.2), status vaksinasi jadi berwarna kuning, dan dinyatakan belum melakukan vaksin dosis 2, tetapi di menu sertifikat vaksin muncul dua-duanya yaitu sertifikat dosis 1 dan sertifikat dosis 2. kenapa tidak sinkron antara menu status vaksinasi dan menu sertifikat vaksin.?","sebelum saya update ke versi 4.0.2, status vaksinasi saya berwarna hijau, karna memang saya sudah vaksin 2 dosis walaupun berbeda lokasi tempat vaksinasi antara dosis 1 dan dosis 2. tetapi setelah di update ke versi terbaru (4.0.2), status vaksinasi jadi berwarna kuning, dan dinyatakan belum melakukan vaksin dosis 2, tetapi di menu sertifikat vaksin muncul dua-duanya yaitu sertifikat dosis 1 dan sertifikat dosis 2. kenapa tidak sinkron antara menu status vaksinasi dan menu sertifikat vaksin.?","before i updated to version 4.0.2, my vaccination status is green, because i have been vaccinated 2 doses even though the location of the vaccination is between the dose 1 and dose 2. but after updated to the latest version (4.0.2), vaccination status yellow, and stated yet to do a dose vaccine 2, but in the vaccine certificate menu appears both of them, the certificate of dose 1 and certificate dose 2. why is it not synchronous between the vaccination status menu and the vaccine certificate menu.",,,-1,,
"gimana ini abis di udate layar accet agreement ga bisa di scroll, dipikir hp layarnya gede semua ya","gimana ini abis di udate layar accet agreement ga bisa di scroll, dipikir hp layarnya gede semua ya","what is this after the accet agreement screen can not be scrolled, thinking the cellphone is big, all yes",,,-1,,
mau login gak bisa gimana nih,mau login gak bisa gimana nih,want to login can't do it,,,-1,,
sudah hampir 2 minggu vaksin periode 1 namun tdak mendapat sms notif dan juga jika dicek via app/website tidak dapat sertifikat .. hmmm ....,sudah hampir 2 minggu vaksin periode 1 namun tdak mendapat sms notif dan juga jika dicek via app/website tidak dapat sertifikat .. hmmm ....,already almost 2 weeks vaccine period 1 but does not get an sms notif and also if you check via the app / website cannot be certified ... hmmm ....,,,-1,,
setiap ingin cek sertifikat vaksin selalu tidak bisa,setiap ingin cek sertifikat vaksin selalu tidak bisa,every want to check the vaccine certificate always can't,,,-1,,
"saran aja kak, untuk otp sms mgkn lbih baik pindahkan saja ke wa atau telegram, kalau tetap menggunakan sms, mgkn request ulang otp code nya bisa ditmbahkan diatas 5 menit, karena saya request otp(sms) tidak masuk"", mgkn dapat berguna untuk mengurangi antrian pengiriman sms, jika tidak mgkn saat request ulang sms dihapus dulu request sebelumnya, 👍","saran aja kak, untuk otp sms mgkn lbih baik pindahkan saja ke wa atau telegram, kalau tetap menggunakan sms, mgkn request ulang otp code nya bisa ditmbahkan diatas 5 menit, karena saya request otp(sms) tidak masuk"", mgkn dapat berguna untuk mengurangi antrian pengiriman sms, jika tidak mgkn saat request ulang sms dihapus dulu request sebelumnya, 👍","just suggest sis, for otp sms it's better to just move it to wa or telegram, if you keep using an sms, it can request the otp code can be registered above 5 minutes, because i request otp (sms) does not enter "", may be useful for reducing sms shipping queue, if it doesn't matter when request the sms is removed first request before, 👍",,,0,,
terdaftar vaksin ke 2 tetapi sertifikat vaksin tidak terdeteksi.,terdaftar vaksin ke 2 tetapi sertifikat vaksin tidak terdeteksi.,registered the 2nd vaccine but the vaccine certificate was not detected.,,,-1,,
"aplikasi nya jauh lbh bagus dari versi sebelumnya. notes, ada bug sewaktu pilih icon ""travel regulations"", aplikasinya crash.","aplikasi nya jauh lbh bagus dari versi sebelumnya. notes, ada bug sewaktu pilih icon ""travel regulations"", aplikasinya crash.","the application is far more than the previous version. notes, there are bugs when selecting the ""travel regulations"" icon, the application crashes.",,,0,,
setelah update aplikasi selalu force close susah di akses,setelah update aplikasi selalu force close susah di akses,after the application update always force close is hard to access,,,-1,,
ok ok,ok ok,ok ok,,,1,,
stupid app,aplikasi bodoh.,stupid app,,,-1,,
"a simple and better ui, seems faster, okay","ui sederhana dan lebih baik, sepertinya lebih cepat, oke","a simple and better ui, seems faster, okay",,,1,,
ketika negara berbisnis dengan rakyatnya!,ketika negara berbisnis dengan rakyatnya!,when countries do business with their people!,,,-1,,
perfoma naik tapi tampilan tidak nyaman jangkauan fitur dan opsi serasa jauh pemakaiannya jadi kurang nyaman,perfoma naik tapi tampilan tidak nyaman jangkauan fitur dan opsi serasa jauh pemakaiannya jadi kurang nyaman,perfoma rises but the uncomfortable display feature range and the option feels far as it is less comfortable,,,0,,
susah bet bikin ehac. programmer kurang berpengalaman. kurang validasi. bikin bingung user,susah bet bikin ehac. programmer kurang berpengalaman. kurang validasi. bikin bingung user,it's hard to make ehac. less experienced programmers. less validation. make a confused user,,,-1,,
certificat vaksin saya tidak muncul padahal sudah vaksin lengkap,certificat vaksin saya tidak muncul padahal sudah vaksin lengkap,my vaccine certificate doesn't appear even though it's a complete vaccine,,,-1,,
"padalah dirumah terus sekalinya keluar ke mall scan peduli lindungi status hitam :( padahal vaksin 2x sudah lama . gimana ya solusinya? sy sehat2 saja dan tidak keluar2 ,kok bisa status nya hitam?","padalah dirumah terus sekalinya keluar ke mall scan peduli lindungi status hitam :( padahal vaksin 2x sudah lama . gimana ya solusinya? sy sehat2 saja dan tidak keluar2 ,kok bisa status nya hitam?","on the house in my way as soon as it comes out to the mall scan to care about the black status :( even though the 2x vaccine has been a long time. what's the solution? i'm healthy and not come out, how come it can be black status?",,,-1,,
"selalu muncul notifikasi ""lokasi buatan terdeteksi"" padahal tidak pakai lokasi buatan. pake google map lokasinya betul. saya sudah kirim email berisi screenshot ke alamat email yg disarankan. tapi sudah 1 bulan lebih tidak ada perbaikan. kalau orang2 pemerintah memang tidak ada yang sanggup membuat aplikasi yg benar, serahkan saja ke swasta, atau kalau perlu pakai tenaga asing, jangan dipaksakan pakai sdm pemerintah yg tidak mampu. ingat ini aplikasi wajib lho kalo mau masuk ke banyak tempat.","selalu muncul notifikasi ""lokasi buatan terdeteksi"" padahal tidak pakai lokasi buatan. pake google map lokasinya betul. saya sudah kirim email berisi screenshot ke alamat email yg disarankan. tapi sudah 1 bulan lebih tidak ada perbaikan. kalau orang2 pemerintah memang tidak ada yang sanggup membuat aplikasi yg benar, serahkan saja ke swasta, atau kalau perlu pakai tenaga asing, jangan dipaksakan pakai sdm pemerintah yg tidak mampu. ingat ini aplikasi wajib lho kalo mau masuk ke banyak tempat.","always a notification of ""artificial location detected"" even though it doesn't use an artificial location. use google map the location is correct. i have sent an email containing screenshots to the recommended email address. but it hasn't been repaired for more than 1 month. if government people are indeed no one can make the right application, just leave it to the private sector, or if you need to use foreign workers, don't be forced using the unable government hr. remember this application is required if you want to enter into many places.",,,-1,,
gak bisa di scroll,gak bisa di scroll,can't be scrolled,,,-1,,
"setelah saya update aplikasi pedulilindungi bersi terbaru, saya bikin ehac untuk penerbangan, sudah saya pilih airplane, tetapi selalu berubah menjadi car saat preview dan berkali2 diulang seperti itu, hal ini menghambat proses verifikasi di bandara","setelah saya update aplikasi pedulilindungi bersi terbaru, saya bikin ehac untuk penerbangan, sudah saya pilih airplane, tetapi selalu berubah menjadi car saat preview dan berkali2 diulang seperti itu, hal ini menghambat proses verifikasi di bandara","after i update the application peduli protected the latest, i made an ehac for the flight, i have chosen airplane, but it always turns into a car when previews and repeated many times like that, this inhibits the verification process at the airport",,,-1,,
"often error, when i was at home, my account always check in everywhere. 😅😅","seringkali kesalahan, ketika saya di rumah, akun saya selalu check-in di mana-mana. 😅😅.","often error, when i was at home, my account always check in everywhere. 😅😅",,,-1,,
good applikasi,good applikasi,good application,,,1,,
i can show this green card for living in europe,saya dapat menunjukkan kartu hijau ini untuk tinggal di eropa,i can show this green card for living in europe,,,0,,
tolong hilangkan fitur automatic check out.,tolong hilangkan fitur automatic check out.,please remove the automatic check out feature.,,,-1,,
sangat bermanfaat,sangat bermanfaat,very helpful,,,1,,
perbaikan ui/ux ada referensi bagus di youtube channel "mas kukuhaldy" berjudul: "tutorial redesain aplikasi peduli lindungi dengan figma". sangat sederhana fokus pada kebutuhan utama perjalanan dan mempersingkat antrian.,perbaikan ui/ux ada referensi bagus di youtube channel "mas kukuhaldy" berjudul: "tutorial redesain aplikasi peduli lindungi dengan figma". sangat sederhana fokus pada kebutuhan utama perjalanan dan mempersingkat antrian.,ui / ux repair there is a good reference on youtube channel "mas kukuhaldy" titled: "tutorial redesain application care protect with figma". very simple focus on the main needs of travel and shorten the queue.,,,0,,
pendaftaran vaksin kedua tidak bisa di aplikasi dan di website loading mulu... di atas 10 menit juga belum kelar. jari signal tidak ada masalah dengen hal yang lain.,pendaftaran vaksin kedua tidak bisa di aplikasi dan di website loading mulu... di atas 10 menit juga belum kelar. jari signal tidak ada masalah dengen hal yang lain.,the second vaccine registration cannot be in the application and on the website loading mulu ... above 10 minutes have not yet finished. finger signal there are no problems with other things.,,,-1,,
good,bagus,good,,,1,,
if you are a foreigner living in indonesia you cannot put in your vaccination without a nik number. a nik number is for indonesians. it should have an option for passport number. even though i have put english for language most is still in indonesian.,"jika anda adalah orang asing yang tinggal di indonesia, anda tidak dapat memasukkan vaksinasi anda tanpa nomor nik. nomor nik adalah untuk orang indonesia. itu harus memiliki opsi untuk nomor paspor. meskipun saya telah menempatkan bahasa inggris untuk bahasa yang sebagian besar masih dalam bahasa indonesia.",if you are a foreigner living in indonesia you cannot put in your vaccination without a nik number. a nik number is for indonesians. it should have an option for passport number. even though i have put english for language most is still in indonesian.,,,0,,
"saya belum vaksin karena alasan kesehatan dan baru akan vaksin sekarang. saya mencoba daftar vaksin di aplikasi ini, tapi kenapa saya tidak bisa melanjutkan setelah memeriksa nik? saya juga sudah coba di websitenya tapi tetap tidak bisa","saya belum vaksin karena alasan kesehatan dan baru akan vaksin sekarang. saya mencoba daftar vaksin di aplikasi ini, tapi kenapa saya tidak bisa melanjutkan setelah memeriksa nik? saya juga sudah coba di websitenya tapi tetap tidak bisa","i have not vaccine for health and new vaccine reasons now. i tried a list of vaccines in this application, but why can't i continue after checking nik? i also tried it on the website but still can't",,,-1,,
gagal check in mulu. tolong dong perbaiki sistemnya. mempersulit doang ga ada manfaatnya,gagal check in mulu. tolong dong perbaiki sistemnya. mempersulit doang ga ada manfaatnya,failed to check in mulu. please fix the system. makes it difficult for no benefit,,,-1,,
i didn't receive the email for the vaccine ticket even though i tried many times,saya tidak menerima email untuk tiket vaksin meskipun saya mencoba berkali-kali,i didn't receive the email for the vaccine ticket even though i tried many times,,,-1,,
kok ngga bisa payah nih aplikasi nya,kok ngga bisa payah nih aplikasi nya,how come it can't work the application,,,-1,,
gogle knapa nggak bisa buka aplikasi,gogle knapa nggak bisa buka aplikasi,gogle why can't open the application,,,-1,,
excellent program,program yang luar biasa,excellent program,,,1,,
new version crashed on android 5. version 3.x.x works like usual,versi baru macet di android 5. versi 3.x.x berfungsi seperti biasa,new version crashed on android 5. version 3.x.x works like usual,,,-1,,
"kemajuannya sangat bagus👍🏾 membantu, dipertahankan bila memungkinkan ditingkatkan","kemajuannya sangat bagus👍🏾 membantu, dipertahankan bila memungkinkan ditingkatkan","the progress is very good if it helps, maintained if possible improved",,,1,,
ga bisa dibuka di hp saya... keluar trs...payah pedulilindungi.,ga bisa dibuka di hp saya... keluar trs...payah pedulilindungi.,it can't be opened on my cellphone ... get out trs ... the heat of the protector.,,,-1,,
"bagus, sederhana dan cepat. berfungsi dengan mudah.","bagus, sederhana dan cepat. berfungsi dengan mudah.","good, simple and fast. function easily.",,,1,,
"ini gimana sih habis diupdate malah gak bisa masuk sama sekali, orang mau ada keperluan jadi gak bisa giamana sih ih edit: mas/mba developer terkasih, mohon dibaca makanya email komplain ya... di situ dijelaskan secara terperinci masalah knp aplikasi ini tidak bisa dipakai gaada efek apapun soal size text sama hp saya, aplikasi ini terus terusan crash. tolong perbaiki orng jadi terhambat mau aktivitas keluar.","ini gimana sih habis diupdate malah gak bisa masuk sama sekali, orang mau ada keperluan jadi gak bisa giamana sih ih edit: mas/mba developer terkasih, mohon dibaca makanya email komplain ya... di situ dijelaskan secara terperinci masalah knp aplikasi ini tidak bisa dipakai gaada efek apapun soal size text sama hp saya, aplikasi ini terus terusan crash. tolong perbaiki orng jadi terhambat mau aktivitas keluar.","this is updated, it's updated instead it can't be able to enter at all, people want there is a need so i can't giamana, ih edited: mas / mba dear developer, please read it, it's a complaint email ... there is detailed in detail the problem of this application can't there is no effect on any effect about the size of my cellphone, this application continues to crash. please fix the or not being hampered by going out activities.",,,-1,,
perfect!,sempurna!,perfect!,,,1,,
parahh. aplikasi nya ga bisa dibuka,parahh. aplikasi nya ga bisa dibuka,parahh. the application can't be opened,,,-1,,
"oke sudah bisa daftar, sudah punya akun. dan makin keren aplikasinya.","oke sudah bisa daftar, sudah punya akun. dan makin keren aplikasinya.","okay, you can register, already have an account. and the more cool application.",,,1,,
"di hp samsung j5 pro aplikasi waktu klik setuju , mau scroll ke bawah tdk bisa , soluai nya bagaimana ???","di hp samsung j5 pro aplikasi waktu klik setuju , mau scroll ke bawah tdk bisa , soluai nya bagaimana ???","on the samsung j5 pro cellphone application time click agree, want to scroll down can't, how does the soluai ???",,,-1,,
error at login page.. when i accepted the registration check it doesnt work.. or go next pagr.. please solve this.. so many people can't enter their id.,kesalahan di halaman login .. ketika saya menerima cek pendaftaran itu tidak berfungsi .. atau pergilah pagr berikutnya .. tolong selesaikan ini .. begitu banyak orang tidak dapat memasukkan id mereka.,error at login page.. when i accepted the registration check it doesnt work.. or go next pagr.. please solve this.. so many people can't enter their id.,,,-1,,
"bug benerin atuh woy tiap bikin ehac dan di akhir2, jenis kelamin gue dirubah2, naek pesawat drubah jadi mobil. dn klo gw bkin ulang gak bs next setelah scan boarding pass harus manual. udah jadi ehacnya mau diedit crash terus.","bug benerin atuh woy tiap bikin ehac dan di akhir2, jenis kelamin gue dirubah2, naek pesawat drubah jadi mobil. dn klo gw bkin ulang gak bs next setelah scan boarding pass harus manual. udah jadi ehacnya mau diedit crash terus.","bug benerin atuh woy everything makes ehac and at the end, my gender is changed, naek the dripfront plane becomes a car. dn if i re-reset it doesn't come after the scan boarding pass must be manual. already so the ehac wants to edit crash continue.",,,-1,,
"bad apps,","aplikasi yang buruk,","bad apps,",,,-1,,
good app,aplikasi yang bagus,good app,,,1,,
(update 2) perizinan lokasi telah diperbarui menjadi terpakai hanya saat aplikasi digunakan. input validasi dan lain-lain telah dimutakhirkan kembali. user interface yang semakin user friendly. gerat work! ❤,(update 2) perizinan lokasi telah diperbarui menjadi terpakai hanya saat aplikasi digunakan. input validasi dan lain-lain telah dimutakhirkan kembali. user interface yang semakin user friendly. gerat work! ❤,(update 2) location licensing has been updated to be used only when the application is used. validation input and others have been updated again. the user interface is increasingly user friendly. gerat work! ❤.,,,1,,
"akhirnya, hari ini jadi versi tampilan yang baru (v4.0.2). check in lancar dan terlihat klik menu nya juga cepat. semoga makin bagus ya. (karena sebelumnya, mau checkin ga diterima, mau checkout kaga bisa, mau klik certificate lama nya bukan main.... #maklumsihtapikesal ) semoga yang baru, ga ada susah check in lagi yaaa. terima kasih.","akhirnya, hari ini jadi versi tampilan yang baru (v4.0.2). check in lancar dan terlihat klik menu nya juga cepat. semoga makin bagus ya. (karena sebelumnya, mau checkin ga diterima, mau checkout kaga bisa, mau klik certificate lama nya bukan main.... #maklumsihtapikesal ) semoga yang baru, ga ada susah check in lagi yaaa. terima kasih.","finally, today is the new display version (v4.0.2). check in smoothly and look click the menu is also fast. hopefully it will be better. (because before, you want checkin not accepted, you want to checkout kaga can, want to click the old certificate instead of playing ... #mak asstapikesal) hopefully a new one, there is no difficult check in again. thank you.",,,1,,
"stupid app!! asked to upgrade, but then could not be opened after upgraded :( re-install...still the app could not be opened. re-install again...still could not be opened. so now i can not go anywhere.. great! 👎","aplikasi bodoh !! diminta untuk memutakhirkan, tetapi kemudian tidak dapat dibuka setelah ditingkatkan :( instal ulang ... masih aplikasi tidak dapat dibuka. instal ulang lagi ... masih tidak dapat dibuka. jadi sekarang saya tidak bisa pergi ke mana pun .. hebat! 👎.","stupid app!! asked to upgrade, but then could not be opened after upgraded :( re-install...still the app could not be opened. re-install again...still could not be opened. so now i can not go anywhere.. great! 👎",,,-1,,
excellency,perkelahian.,excellency,,,1,,
"sms verifikasi gak pernah ada waktu isi data untuk pendaftaran vaksin, udah di coba berkali kali, sudah seminggu di coba gak satupun ada sms verifikasi, terus... ya gak terus dong, tanda lanjutnya kan mati nunggu masukin noror verifikasi.","sms verifikasi gak pernah ada waktu isi data untuk pendaftaran vaksin, udah di coba berkali kali, sudah seminggu di coba gak satupun ada sms verifikasi, terus... ya gak terus dong, tanda lanjutnya kan mati nunggu masukin noror verifikasi.","verification sms no time contents the data for vaccine registration, it's already tried many times, it's been tried a week none of the verification text, continues ... yes it doesn't keep it, the sign is dead waiting for the verification noror.",,,-1,,
ui & ux sucks,ui & ux sucks,ui & ux sucks,,,-1,,
"setelah update, versi baru lebih ringan dan smooth","setelah update, versi baru lebih ringan dan smooth","after the update, the new version is lighter and smooth",,,1,,
payah,nafsu,lust,,,-1,,
tidak bisa memasukkan data anggota keluarga yg lain,tidak bisa memasukkan data anggota keluarga yg lain,can't enter other family member data,,,-1,,
"much error, often lagging","banyak kesalahan, sering tertinggal","much error, often lagging",,,-1,,
cant be downloaded,tidak dapat diunduh,cant be downloaded,,,-1,,
"saya sudah divaksin, tp status kok tertulis siap vaksin dan wrn statusny masi merah, mohon ya di perbaiki!!","saya sudah divaksin, tp status kok tertulis siap vaksin dan wrn statusny masi merah, mohon ya di perbaiki!!","i've been vaccinated, but the status is written ready for vaccines and wrn status, red, please correct it !!",,,-1,,
zona resikonya kenapa dihilangkan setelah update? balikin dong! 😑tampilannya yg lama juga lebih bagus dibandingin yg sekarang,zona resikonya kenapa dihilangkan setelah update? balikin dong! 😑tampilannya yg lama juga lebih bagus dibandingin yg sekarang,the risk zone is removed after an update? behind it! 😑 the old appearance is also better compared to the current one,,,-1,,
very bad experience. scanning very bad and location not actual. please make it better.,pengalaman yang sangat buruk. memindai sangat buruk dan lokasi tidak aktual. tolong jadikan lebih baik.,very bad experience. scanning very bad and location not actual. please make it better.,,,-1,,
yahaha,yawaha.,yawaha,,,0,,
melebihi radius apa maksudnya deh. mau scanning aja ribet,melebihi radius apa maksudnya deh. mau scanning aja ribet,exceeding what radius means. just want to scan it complicated,,,-1,,
sering susah dan harus dibuka ulang ketika hendak log in dan log out. tidak praktis.,sering susah dan harus dibuka ulang ketika hendak log in dan log out. tidak praktis.,often difficult and must be reopened when you want to log in and log out. not practical.,,,-1,,
good,bagus,good,,,1,,
"edit ehac gabisa terus, padahal data yg dimasukkan benar tp hasil akhirnya data yg ditampilkan salah terus","edit ehac gabisa terus, padahal data yg dimasukkan benar tp hasil akhirnya data yg ditampilkan salah terus","edit ehac gabisa continues, even though the data entered is correct but the final result the data shown is wrong",,,-1,,
"ga bisa masuk, mentok diawal.. setelah memilih warga negara, muncul term of use and privacy policy. udah di ceklis, eh next nya di bawah layar, ga bisa digeser pula..","ga bisa masuk, mentok diawal.. setelah memilih warga negara, muncul term of use and privacy policy. udah di ceklis, eh next nya di bawah layar, ga bisa digeser pula..","can't enter, stuck at the beginning ... after choosing citizens, the term of use and privacy policy appeared. already in the second, eh next below the screen, can't be shifted too ...",,,-1,,
"sudah mulai membaik, ditingkatkan terus...","sudah mulai membaik, ditingkatkan terus...","it has begun to improve, upgraded ...",,,1,,
very helpfull,sangat membantu,very helpfull,,,1,,
"aplikasinya bagus,tapi saya tidak bisa mengisi fto profil","aplikasinya bagus,tapi saya tidak bisa mengisi fto profil","the application is good, but i can't fill fto profiles",,,0,,
"bintang kembali saya edit menjadi 5 (lima) seperti saat awal, sesudah saya update versi terbaru yg 4.0.2 pada selasa pagi ini, 2 nov 2021. login & kode otp mudah serta cepat saya terima. yg utama, gps tdk lagi aktif terus sesudah aplikasi di tutup. good joob, 👍","bintang kembali saya edit menjadi 5 (lima) seperti saat awal, sesudah saya update versi terbaru yg 4.0.2 pada selasa pagi ini, 2 nov 2021. login & kode otp mudah serta cepat saya terima. yg utama, gps tdk lagi aktif terus sesudah aplikasi di tutup. good joob, 👍","the star returned i edited to 5 (five) like the beginning, after i updated the latest version 4.0.2 on tuesday morning, 2 nov 2021. login & otp code is easy and quickly i received. the main thing, gps is no longer active after the application is closed. good joob, 👍",,,1,,
"alhamdulillah,very good.","alhamdulillah, sangat bagus.","alhamdulillah,very good.",,,1,,
knpa gak dapat info jadwal vaksin ke 2 sih. kesel kan soalnya jauh,knpa gak dapat info jadwal vaksin ke 2 sih. kesel kan soalnya jauh,why can't it be able to schedule the 2nd vaccine schedule. it's the problem,,,-1,,
bamyak fitur yg tidak berfungsi dan error..,bamyak fitur yg tidak berfungsi dan error..,bangyak features that don't work and error ...,,,-1,,
tidak bisa cetak sertifikat vaksin ya? sudah di klik berkali kali tombol nya tidak berfungsi.,tidak bisa cetak sertifikat vaksin ya? sudah di klik berkali kali tombol nya tidak berfungsi.,can't print vaccine certificates huh? it's clicked out many times the button doesn't work.,,,-1,,
"tolong dibenahi, aplikasi sering tidak bekerja dan error, akibatnya saya dipersulit masuk suatu lokasi, padahal saya ada pekerjaan dilokasi itu. terima kasih","tolong dibenahi, aplikasi sering tidak bekerja dan error, akibatnya saya dipersulit masuk suatu lokasi, padahal saya ada pekerjaan dilokasi itu. terima kasih","please fix it, the application often didn't work and an error, as a result i was complicated to enter a location, even though i had a job at the location. thanks",,,-1,,
ok,oke,ok,,,1,,
this should be a critical app to detect movements and stop spread..but non reliable data shown vs reality. vaccinated but didnt shown vaccinated yet. so serious app fpr serious matter ? looks like a joke to me.,ini harus menjadi aplikasi penting untuk mendeteksi gerakan dan berhenti menyebar..tapi data yang tidak dapat diandalkan ditampilkan vs reality. divaksinasi tetapi tidak ditampilkan divaksinasi. aplikasi serius app fpr serius? sepertinya lelucon bagiku.,this should be a critical app to detect movements and stop spread..but non reliable data shown vs reality. vaccinated but didnt shown vaccinated yet. so serious app fpr serious matter ? looks like a joke to me.,,,-1,,
"selalu muncul ""no internet connection"" , dan sertifikat vaksin tidak muncul padahal sudah ikut vaksinasi yg kedua","selalu muncul ""no internet connection"" , dan sertifikat vaksin tidak muncul padahal sudah ikut vaksinasi yg kedua","always appears ""no internet connection"", and the vaccine certificate does not appear even though it has participated in the second vaccination",,,-1,,
"error berjamaah di bandara, payah ini aplikasinya","error berjamaah di bandara, payah ini aplikasinya","error in congregation at the airport, this is his application",,,-1,,
ini stelah agree and terms sudah ceklis terus apa? ga ada tombol interaktif apa2,ini stelah agree and terms sudah ceklis terus apa? ga ada tombol interaktif apa2,it's after the agree and the terms have checked what? there is no interactive button anything,,,-1,,
aķmal samil,aķmal samil.,aķmal samil,,,0,,
nyusahin,nyusahin,bother,,,-1,,
"error dilarang memasuki gedung padahal negatif covid-19, perbaiki aplikasi","error dilarang memasuki gedung padahal negatif covid-19, perbaiki aplikasi","error is prohibited from entering the building even though negative covid-19, repair the application",,,-1,,
"saya gabisa melihat sertifikat vaksin saya di pedulilindungi padahal saya sudah klik check & mengisi data diri berkali-kali, tapi selalu berhenti di step 1, dan saya tidak bisa lanjut ke step 2 edit (replay): saya tidak menemukan adanya paspor digital di halaman utama aplikasi peduli lindungi saya","saya gabisa melihat sertifikat vaksin saya di pedulilindungi padahal saya sudah klik check & mengisi data diri berkali-kali, tapi selalu berhenti di step 1, dan saya tidak bisa lanjut ke step 2 edit (replay): saya tidak menemukan adanya paspor digital di halaman utama aplikasi peduli lindungi saya","i can't see my vaccine certificate in the protector on the protector even though i've clicked check & filling data themselves many times, but always stop at step 1, and i can't go to step 2 edit (replay): i didn't find a digital passport on the main page care application to protect me",,,-1,,
versi baru tidak dapat berjalan di beberapa hp androif,versi baru tidak dapat berjalan di beberapa hp androif,the new version cannot run on some andrioless cellphones,,,-1,,
ngga bisa download apps,ngga bisa download apps,can't download apps,,,-1,,
